Species,Shape,Height,Diameter1,Diameter2
Fagus sylvatica,3,7,0.077,0.081
Fagus sylvatica,3,8.5,0.117,0.119
Fagus sylvatica,3,8.5,0.087,0.09
Fagus sylvatica,3,8,0.072,0.079
Fagus sylvatica,2,12.5,0.142,0.122
Fagus sylvatica,4,11,0.238,0.207
Fagus sylvatica,3,8.5,0.117,0.115
Fagus sylvatica,2,8.5,0.127,0.124
Fagus sylvatica,3,8,0.083,0.093
Fagus sylvatica,3,8.5,0.081,0.091
Fagus sylvatica,3,8,0.078,0.082
Fagus sylvatica,3,8,0.086,0.087
Fagus sylvatica,3,8,0.094,0.089
Fagus sylvatica,3,7.5,0.079,0.077
Fagus sylvatica,4,8,0.143,0.142
Fagus sylvatica,3,8.5,0.083,0.076
Fagus sylvatica,2,17,0.23,0.223
Fagus sylvatica,2,18,0.674,0.674
Fagus sylvatica,2,16.5,0.247,0.255
Fagus sylvatica,2,16.5,0.465,0.468
Fagus sylvatica,2,17.5,0.417,0.452
Fagus sylvatica,2,17.5,0.293,0.285
Fagus sylvatica,2,18.5,0.294,0.28
Fagus sylvatica,2,19,0.398,0.357
Fagus sylvatica,2,18.5,0.364,0.351
Fagus sylvatica,2,18.5,0.442,0.405
Fagus sylvatica,2,17.5,0.331,0.315
Fagus sylvatica,2,19.5,0.47,0.473
Fagus sylvatica,2,18,0.368,0.368
Fagus sylvatica,2,18.5,0.412,0.408
Fagus sylvatica,2,18.5,0.468,0.439
Fagus sylvatica,2,17.5,0.428,0.408
Fagus sylvatica,2,17,0.446,0.442
Fagus sylvatica,3,7,0.099,0.101
Fagus sylvatica,2,16.5,0.238,0.261
Fagus sylvatica,2,17.5,0.492,0.471
Fagus sylvatica,2,20,0.467,0.477
Fagus sylvatica,2,16.5,0.283,0.279
Fagus sylvatica,2,17,0.241,0.241
Quercus faginea,5,3,0.073,0.081
Quercus faginea,5,5,0.141,0.154
Quercus faginea,4,6.5,0.456,0.517
Fagus sylvatica,2,13,0.181,0.183
Fagus sylvatica,2,13,0.16,0.166
Quercus faginea,2,9,0.17,0.176
Juniperus communis,5,2.5,0.075,0.085
Quercus faginea,3,8,0.167,0.175
Quercus faginea,2,10.5,0.231,0.231
Quercus faginea,4,11.5,0.237,0.235
Quercus faginea,2,9.5,0.165,0.16
Quercus faginea,2,9.5,0.195,0.19
Quercus faginea,2,10,0.22,0.237
Fagus sylvatica,2,9,0.135,0.138
Fagus sylvatica,2,13,0.172,0.18
Fagus sylvatica,2,14,0.165,0.18
Fagus sylvatica,2,13,0.14,0.13
Fagus sylvatica,2,12,0.188,0.202
Fagus sylvatica,2,13,0.155,0.154
Quercus faginea,5,8,0.147,0.153
Quercus faginea,2,12.5,0.252,0.239
Quercus faginea,2,12,0.211,0.202
Quercus faginea,4,9,0.649,0.645
Quercus faginea,4,7.5,0.592,0.575
Fagus sylvatica,2,17.5,0.232,0.255
Quercus pyrenaica,4,17,0.448,0.445
Quercus pyrenaica,4,14,0.405,0.396
Quercus pyrenaica,2,9.5,0.274,0.271
Quercus pyrenaica,5,5,0.121,0.132
Quercus pyrenaica,2,13.5,0.237,0.256
Quercus pyrenaica,2,12.5,0.331,0.319
Quercus pyrenaica,2,15,0.355,0.362
Quercus pyrenaica,2,11,0.196,0.202
Quercus pyrenaica,2,13,0.262,0.283
Quercus pyrenaica,2,16,0.288,0.295
Quercus pyrenaica,2,16,0.295,0.266
Quercus pyrenaica,2,16,0.302,0.296
Quercus pyrenaica,2,17.5,0.285,0.246
Quercus pyrenaica,5,5.5,0.114,0.128
Quercus pyrenaica,2,14,0.149,0.153
Quercus pyrenaica,4,17,0.283,0.284
Quercus pyrenaica,2,15.5,0.177,0.201
Quercus pyrenaica,5,6,0.145,0.151
Quercus pyrenaica,2,14.5,0.274,0.271
Quercus pyrenaica,2,13.5,0.312,0.332
Quercus pyrenaica,5,6.5,0.172,0.154
Crataegus spp.,5,5.5,0.093,0.105
Quercus pyrenaica,2,16.5,0.304,0.298
Pinus nigra,2,10.5,0.128,0.128
Pinus nigra,2,15,0.252,0.246
Pinus nigra,2,14,0.247,0.232
Pinus nigra,3,12.5,0.131,0.129
Pinus nigra,2,12.5,0.172,0.176
Pinus nigra,2,13.5,0.152,0.155
Pinus nigra,2,13.5,0.222,0.217
Pinus nigra,2,12,0.148,0.156
Pinus nigra,2,12.5,0.131,0.137
Pinus nigra,2,12,0.173,0.169
Pinus sylvestris,2,9.5,0.132,0.13
Pinus nigra,2,11,0.13,0.132
Pinus nigra,2,9,0.132,0.138
Pinus sylvestris,2,8.5,0.128,0.128
Pinus nigra,2,13,0.175,0.172
Pinus nigra,2,13.5,0.245,0.253
Pinus nigra,2,11,0.184,0.181
Pinus nigra,2,10,0.147,0.148
Pinus nigra,2,12.5,0.23,0.235
Pinus nigra,2,13,0.183,0.187
Pinus sylvestris,2,12,0.288,0.228
Pinus nigra,2,12.5,0.152,0.153
Pinus nigra,2,13,0.268,0.28
Pinus sylvestris,2,12.5,0.205,0.206
Pinus sylvestris,2,11,0.161,0.163
Pinus nigra,2,11,0.222,0.219
Pinus nigra,2,12,0.224,0.23
Pinus nigra,2,12,0.193,0.19
Pinus nigra,2,10,0.152,0.144
Pinus nigra,2,11,0.192,0.186
Pinus nigra,2,12,0.187,0.183
Pinus nigra,2,12,0.162,0.166
Pinus nigra,2,13,0.193,0.199
Pinus nigra,2,12,0.177,0.174
Pinus nigra,2,12,0.144,0.146
Pinus nigra,2,12.5,0.141,0.139
Pinus nigra,2,13.5,0.243,0.246
Pinus nigra,2,12,0.163,0.166
Pinus nigra,2,12,0.153,0.156
Pinus nigra,2,11.5,0.132,0.132
Pinus nigra,2,12.5,0.17,0.173
Pinus nigra,2,13.5,0.247,0.241
Pinus sylvestris,2,10.5,0.186,0.184
Pinus nigra,2,13,0.167,0.168
Pinus nigra,2,13,0.198,0.203
Pinus nigra,2,13.5,0.249,0.232
Quercus pyrenaica,3,7.5,0.082,0.084
Quercus pyrenaica,2,9,0.199,0.2
Quercus pyrenaica,2,8.5,0.187,0.18
Quercus pyrenaica,3,8.5,0.119,0.114
Quercus pyrenaica,5,8,0.152,0.154
Quercus pyrenaica,2,8.5,0.141,0.139
Quercus pyrenaica,3,8.5,0.113,0.118
Quercus pyrenaica,2,8.5,0.182,0.202
Quercus pyrenaica,3,8,0.107,0.102
Acer campestre,3,8.5,0.127,0.136
Quercus pyrenaica,3,9.5,0.133,0.129
Quercus pyrenaica,2,9.5,0.147,0.15
Quercus pyrenaica,2,9.5,0.125,0.128
Quercus pyrenaica,2,9.5,0.148,0.155
Quercus pyrenaica,2,9.5,0.14,0.139
Quercus pyrenaica,2,9.5,0.142,0.144
Quercus pyrenaica,3,9,0.102,0.089
Quercus pyrenaica,2,9.5,0.132,0.129
Quercus pyrenaica,5,9,0.148,0.152
Quercus pyrenaica,3,9.5,0.097,0.098
Quercus pyrenaica,2,9.5,0.129,0.127
Quercus pyrenaica,3,9.5,0.089,0.083
Quercus pyrenaica,3,10,0.109,0.118
Quercus pyrenaica,2,15,0.265,0.286
Quercus pyrenaica,2,15.5,0.24,0.299
Quercus pyrenaica,2,12.5,0.163,0.176
Quercus pyrenaica,2,12,0.132,0.147
Quercus pyrenaica,3,9,0.116,0.119
Quercus pyrenaica,2,14.5,0.313,0.302
Quercus pyrenaica,2,11,0.137,0.135
Quercus pyrenaica,2,14,0.26,0.266
Quercus pyrenaica,5,9,0.152,0.158
Quercus pyrenaica,5,4.5,0.109,0.095
Quercus pyrenaica,2,10,0.173,0.164
Quercus pyrenaica,5,7.5,0.117,0.102
Quercus pyrenaica,2,9.5,0.144,0.136
Quercus pyrenaica,3,9.5,0.094,0.09
Quercus pyrenaica,2,13,0.278,0.284
Quercus pyrenaica,3,9,0.129,0.123
Quercus pyrenaica,3,8.5,0.085,0.097
Quercus pyrenaica,2,12,0.249,0.233
Quercus pyrenaica,2,11,0.17,0.162
Quercus pyrenaica,3,9,0.094,0.094
Quercus pyrenaica,2,10,0.16,0.163
Quercus pyrenaica,3,8,0.109,0.128
Quercus pyrenaica,5,8.5,0.188,0.175
Quercus faginea,5,6,0.087,0.08
Quercus faginea,4,8,0.174,0.172
Quercus faginea,2,8,0.141,0.137
Quercus faginea,5,7,0.168,0.145
Quercus faginea,5,7.5,0.164,0.162
Quercus faginea,3,7,0.079,0.079
Quercus faginea,5,6,0.081,0.078
Quercus faginea,5,8,0.132,0.127
Quercus faginea,5,7,0.118,0.114
Fagus sylvatica,2,16.5,0.306,0.365
Fagus sylvatica,2,15.5,0.271,0.258
Fagus sylvatica,2,16.5,0.378,0.381
Fagus sylvatica,2,9,0.16,0.151
Fagus sylvatica,2,17,0.321,0.334
Fagus sylvatica,2,18,0.345,0.314
Fagus sylvatica,2,18,0.265,0.274
Fagus sylvatica,2,15.5,0.342,0.366
Fagus sylvatica,2,17.5,0.336,0.339
Fagus sylvatica,2,17,0.249,0.251
Fagus sylvatica,2,17.5,0.263,0.239
Fagus sylvatica,2,22,0.668,0.668
Fagus sylvatica,2,18,0.338,0.336
Fagus sylvatica,2,19.5,0.417,0.439
Fagus sylvatica,2,17.5,0.46,0.395
Fagus sylvatica,2,20,0.453,0.502
Fagus sylvatica,2,17.5,0.422,0.458
Fagus sylvatica,2,17,0.49,0.525
Fagus sylvatica,2,17.5,0.394,0.398
Fagus sylvatica,2,16.5,0.254,0.263
Fagus sylvatica,2,15,0.272,0.264
Fagus sylvatica,2,18,0.343,0.317
Fagus sylvatica,2,19.5,0.424,0.446
Fagus sylvatica,2,17.5,0.286,0.284
Fagus sylvatica,2,19,0.473,0.464
Fagus sylvatica,2,18.5,0.257,0.273
Fagus sylvatica,2,18,0.234,0.223
Fagus sylvatica,4,21.5,0.564,0.534
Fagus sylvatica,3,10.5,0.126,0.123
Fagus sylvatica,2,20,0.202,0.212
Fagus sylvatica,2,19.5,0.484,0.484
Fagus sylvatica,2,21.5,0.481,0.423
Fagus sylvatica,2,16.5,0.366,0.319
Fagus sylvatica,2,19,0.233,0.208
Fagus sylvatica,4,19,0.483,0.441
Fagus sylvatica,2,18.5,0.332,0.301
Fagus sylvatica,2,26,0.457,0.398
Fagus sylvatica,2,28,0.422,0.427
Fagus sylvatica,2,25,0.567,0.588
Fagus sylvatica,2,26,0.526,0.511
Fagus sylvatica,2,26,0.51,0.491
Fagus sylvatica,2,27,0.517,0.491
Fagus sylvatica,2,27,0.664,0.574
Fagus sylvatica,2,17,0.373,0.355
Fagus sylvatica,2,29,0.426,0.441
Fagus sylvatica,2,22,0.404,0.387
Fagus sylvatica,2,30,0.515,0.548
Fagus sylvatica,2,28,0.475,0.507
Fagus sylvatica,2,29,0.484,0.545
Fagus sylvatica,2,30,0.518,0.545
Fagus sylvatica,2,32,0.624,0.506
Fagus sylvatica,2,25,0.525,0.464
Fagus sylvatica,2,28,0.609,0.6
Fagus sylvatica,2,29,0.496,0.484
Quercus pyrenaica,2,8.5,0.177,0.169
Quercus pyrenaica,5,6.5,0.123,0.135
Quercus pyrenaica,4,9,0.187,0.181
Quercus pyrenaica,2,10.5,0.174,0.155
Quercus pyrenaica,2,11,0.19,0.192
Quercus pyrenaica,2,9.5,0.195,0.2
Quercus pyrenaica,4,12,0.888,0.888
Quercus pyrenaica,3,8.5,0.15,0.146
Quercus faginea,3,8.5,0.127,0.127
Pinus sylvestris,2,9,0.415,0.44
Pinus sylvestris,3,6.5,0.128,0.126
Quercus faginea,2,9,0.205,0.182
Quercus faginea,4,9.5,0.305,0.247
Quercus faginea,3,6.5,0.095,0.095
Quercus faginea,2,13,0.23,0.195
Quercus faginea,4,9,0.15,0.151
Quercus faginea,3,7.5,0.125,0.135
Quercus faginea,2,10.5,0.195,0.176
Quercus faginea,2,13,0.24,0.225
Quercus faginea,2,12,0.25,0.253
Quercus faginea,4,13,0.321,0.38
Quercus faginea,2,11,0.225,0.23
Quercus faginea,2,10.5,0.18,0.19
Quercus faginea,3,6,0.089,0.094
Fagus sylvatica,4,7,0.257,0.249
Fagus sylvatica,4,6.5,0.294,0.277
Fagus sylvatica,4,8,0.472,0.474
Fagus sylvatica,3,5.5,0.072,0.08
Fagus sylvatica,2,8.5,0.515,0.518
Fagus sylvatica,2,8,0.384,0.374
Fagus sylvatica,4,7.5,0.334,0.378
Fagus sylvatica,4,7.5,0.3,0.353
Fagus sylvatica,4,7,0.278,0.279
Fagus sylvatica,2,8.5,0.355,0.34
Fagus sylvatica,2,8,0.289,0.307
Quercus pyrenaica,3,8,0.092,0.09
Quercus pyrenaica,3,8.5,0.095,0.09
Quercus pyrenaica,3,8.5,0.109,0.113
Quercus pyrenaica,2,9,0.137,0.124
Quercus pyrenaica,3,7,0.08,0.083
Quercus pyrenaica,3,8,0.102,0.106
Quercus pyrenaica,2,8.5,0.134,0.124
Quercus pyrenaica,2,8.5,0.15,0.146
Quercus pyrenaica,5,8,0.131,0.131
Quercus pyrenaica,3,8,0.081,0.076
Quercus pyrenaica,4,16.5,0.869,0.869
Quercus pyrenaica,2,10.5,0.151,0.152
Quercus pyrenaica,3,7.5,0.134,0.123
Quercus pyrenaica,4,8.5,0.167,0.164
Quercus pyrenaica,5,8,0.106,0.104
Quercus pyrenaica,5,9,0.092,0.091
Quercus pyrenaica,2,8.5,0.164,0.19
Quercus pyrenaica,2,8,0.122,0.132
Quercus pyrenaica,5,6.5,0.076,0.077
Quercus pyrenaica,3,7.5,0.107,0.109
Quercus pyrenaica,5,8,0.109,0.103
Quercus pyrenaica,5,6.5,0.082,0.088
Quercus pyrenaica,5,7,0.109,0.11
Quercus pyrenaica,5,8,0.11,0.102
Quercus pyrenaica,2,8,0.139,0.146
Quercus pyrenaica,2,8,0.138,0.132
Quercus pyrenaica,2,9.5,0.142,0.143
Quercus pyrenaica,2,9,0.138,0.143
Quercus pyrenaica,3,6.5,0.073,0.077
Quercus pyrenaica,3,8,0.102,0.105
Quercus pyrenaica,5,7,0.087,0.082
Quercus pyrenaica,3,8,0.082,0.09
Quercus pyrenaica,4,8.5,0.13,0.13
Quercus pyrenaica,3,8.5,0.089,0.097
Quercus pyrenaica,2,9,0.154,0.149
Fagus sylvatica,2,9.5,0.223,0.217
Quercus pyrenaica,3,8,0.112,0.104
Quercus pyrenaica,3,7,0.083,0.085
Quercus pyrenaica,3,6.5,0.085,0.081
Fagus sylvatica,3,6.5,0.091,0.103
Quercus pyrenaica,3,7.5,0.122,0.129
Fagus sylvatica,3,9,0.126,0.134
Fagus sylvatica,3,9.5,0.18,0.163
Quercus pyrenaica,3,8.5,0.126,0.127
Quercus pyrenaica,5,8,0.156,0.167
Quercus pyrenaica,3,6,0.096,0.103
Quercus pyrenaica,2,7.5,0.138,0.131
Quercus pyrenaica,2,8,0.166,0.191
Quercus pyrenaica,5,4,0.078,0.073
Quercus pyrenaica,5,3,0.084,0.082
Quercus pyrenaica,5,8,0.25,0.26
Quercus pyrenaica,5,7,0.174,0.149
Quercus pyrenaica,5,6.5,0.146,0.154
Quercus pyrenaica,5,6.5,0.163,0.154
Quercus pyrenaica,2,8.5,0.212,0.212
Quercus pyrenaica,3,6,0.097,0.086
Quercus pyrenaica,2,7.5,0.124,0.132
Acer campestre,5,5.5,0.129,0.126
Quercus pyrenaica,2,8,0.129,0.133
Acer campestre,2,7,0.17,0.181
Quercus pyrenaica,5,5,0.078,0.092
Quercus pyrenaica,3,7.5,0.129,0.108
Quercus pyrenaica,5,5,0.075,0.08
Quercus pyrenaica,5,7.5,0.139,0.142
Quercus pyrenaica,5,6.5,0.129,0.13
Quercus pyrenaica,3,7,0.082,0.082
Quercus ilex ,5,6,0.15,0.121
Quercus pyrenaica,3,6.5,0.082,0.083
Quercus pyrenaica,4,10,0.416,0.426
Quercus pyrenaica,3,7,0.092,0.099
Quercus faginea,2,8,0.287,0.23
Quercus faginea,4,7.5,0.574,0.606
Quercus ilex ,5,5,0.121,0.134
Quercus ilex ,5,5,0.163,0.152
Quercus faginea,5,4.5,0.083,0.088
Quercus faginea,3,7.5,0.102,0.099
Quercus ilex ,5,5.5,0.126,0.126
Quercus ilex ,5,6,0.172,0.176
Quercus ilex ,5,6,0.142,0.143
Quercus ilex ,5,6.5,0.174,0.17
Quercus faginea,2,6.5,0.143,0.148
Quercus faginea,2,8.5,0.205,0.218
Quercus faginea,5,6,0.099,0.095
Quercus faginea,3,6.5,0.102,0.097
Quercus ilex ,5,5,0.093,0.08
Quercus faginea,2,8,0.19,0.176
Quercus faginea,3,6.5,0.113,0.105
Quercus ilex ,5,5,0.098,0.086
Quercus ilex ,5,5.5,0.133,0.133
Quercus ilex ,5,5.5,0.139,0.134
Quercus faginea,2,8.5,0.137,0.141
Quercus faginea,2,9,0.194,0.195
Quercus ilex ,5,4.5,0.081,0.072
Acer campestre,5,8.5,0.189,0.193
Quercus faginea,5,8.5,0.596,0.57
Quercus faginea,5,5.5,0.436,0.496
Crataegus spp.,3,6.5,0.098,0.092
Quercus faginea,4,8,0.483,0.474
Acer campestre,2,9.5,0.201,0.192
Acer campestre,5,8.5,0.081,0.081
Acer campestre,3,9,0.136,0.122
Quercus faginea,5,5.5,0.098,0.106
Fagus sylvatica,2,13.5,0.133,0.122
Fagus sylvatica,2,14,0.178,0.176
Quercus faginea,4,19,0.496,0.503
Quercus faginea,4,23,0.556,0.533
Quercus faginea,4,25,0.602,0.536
Quercus faginea,5,15,0.44,0.496
Quercus faginea,4,15,0.508,0.47
Crataegus spp.,5,7,0.102,0.114
Quercus faginea,4,28,0.958,0.958
Fagus sylvatica,2,17.5,0.287,0.268
Fagus sylvatica,4,7.5,0.278,0.259
Fagus sylvatica,3,8,0.098,0.096
Fagus sylvatica,4,19,0.498,0.534
Fagus sylvatica,4,15,0.443,0.383
Fagus sylvatica,2,14,0.169,0.164
Quercus faginea,4,14,0.593,0.634
Quercus faginea,4,4.5,0.416,0.426
Fagus sylvatica,4,19,0.58,0.552
Fagus sylvatica,2,19.5,0.5,0.525
Fagus sylvatica,4,14,0.684,0.684
Fagus sylvatica,2,31,0.266,0.275
Fagus sylvatica,2,28,0.356,0.36
Fagus sylvatica,2,21,0.271,0.252
Fagus sylvatica,2,29,0.395,0.405
Fagus sylvatica,2,23,0.287,0.29
Fagus sylvatica,2,25,0.302,0.29
Fagus sylvatica,2,28,0.457,0.481
Fagus sylvatica,2,25,0.363,0.336
Fagus sylvatica,2,28,0.445,0.46
Fagus sylvatica,2,12,0.14,0.145
Fagus sylvatica,2,30,0.375,0.374
Fagus sylvatica,2,27,0.325,0.315
Fagus sylvatica,2,30,0.442,0.41
Fagus sylvatica,2,19.5,0.211,0.19
Fagus sylvatica,2,29,0.45,0.42
Fagus sylvatica,2,13,0.207,0.212
Fagus sylvatica,2,32,0.39,0.366
Fagus sylvatica,2,30,0.341,0.374
Fagus sylvatica,2,19,0.245,0.25
Fagus sylvatica,2,30,0.352,0.32
Fagus sylvatica,2,34,0.496,0.525
Fagus sylvatica,2,14,0.18,0.181
Fagus sylvatica,2,32,0.347,0.401
Fagus sylvatica,2,27,0.22,0.241
Fagus sylvatica,2,31,0.35,0.388
Fagus sylvatica,2,35,0.405,0.409
Fagus sylvatica,2,12,0.15,0.139
Fagus sylvatica,1,35,0.56,0.575
Fagus sylvatica,2,29,0.401,0.42
Fagus sylvatica,2,28,0.45,0.44
Fagus sylvatica,2,36,0.575,0.51
Fagus sylvatica,2,32,0.485,0.5
Quercus pyrenaica,2,12,0.362,0.35
Quercus pyrenaica,2,15,0.495,0.49
Fagus sylvatica,2,16,0.346,0.365
Quercus pyrenaica,2,13,0.447,0.416
Quercus pyrenaica,2,20,0.55,0.572
Quercus pyrenaica,2,16,0.457,0.507
Quercus pyrenaica,2,18,0.458,0.539
Quercus pyrenaica,2,15,0.525,0.532
Quercus pyrenaica,2,13,0.469,0.498
Quercus pyrenaica,2,14,0.388,0.466
Quercus pyrenaica,2,15,0.475,0.58
Quercus pyrenaica,2,17,0.506,0.448
Quercus pyrenaica,2,15,0.4,0.525
Quercus pyrenaica,2,12,0.34,0.31
Quercus pyrenaica,2,18,0.395,0.398
Quercus pyrenaica,2,14,0.47,0.44
Quercus pyrenaica,2,16,0.48,0.45
Quercus pyrenaica,2,12,0.57,0.52
Quercus pyrenaica,2,19,0.41,0.47
Quercus pyrenaica,2,15,0.891,0.891
Quercus pyrenaica,5,12,0.5,0.545
Quercus pyrenaica,4,15,0.637,0.637
Quercus pyrenaica,2,20,0.43,0.455
Quercus pyrenaica,2,13,0.37,0.38
Quercus pyrenaica,2,11,0.38,0.395
Quercus pyrenaica,2,7,0.265,0.26
Quercus pyrenaica,2,11,0.505,0.425
Quercus pyrenaica,2,14,0.47,0.465
Quercus pyrenaica,4,12,0.46,0.39
Fagus sylvatica,2,10,0.16,0.17
Quercus pyrenaica,2,16,0.59,0.61
Fagus sylvatica,2,10,0.12,0.13
Fagus sylvatica,2,14,0.27,0.285
Fagus sylvatica,2,10,0.16,0.165
Quercus pyrenaica,2,20,0.35,0.32
Quercus pyrenaica,2,20,0.445,0.424
Fagus sylvatica,2,25,0.513,0.476
Fagus sylvatica,2,23,0.43,0.4
Fagus sylvatica,2,26,0.56,0.58
Fagus sylvatica,2,22,0.859,0.859
Quercus pyrenaica,2,20,0.245,0.26
Fagus sylvatica,2,25,0.465,0.4
Fagus sylvatica,2,25,0.65,0.61
Fagus sylvatica,2,25,0.426,0.432
Fagus sylvatica,2,26,0.515,0.535
Quercus pyrenaica,5,10.5,0.165,0.17
Fagus sylvatica,2,20,0.455,0.537
Fagus sylvatica,2,25,0.445,0.449
Fagus sylvatica,2,21,0.59,0.645
Quercus pyrenaica,5,8,0.156,0.171
Quercus pyrenaica,5,8,0.13,0.143
Crataegus spp.,5,9,0.13,0.14
Quercus pyrenaica,2,16,0.524,0.57
Crataegus spp.,5,4,0.13,0.14
Quercus pyrenaica,2,19,0.41,0.39
Quercus pyrenaica,2,24,0.56,0.505
Quercus pyrenaica,2,16,0.326,0.315
Fagus sylvatica,2,22,0.539,0.54
Quercus pyrenaica,2,20,0.419,0.421
Quercus pyrenaica,2,21,0.291,0.295
Quercus pyrenaica,2,19,0.39,0.405
Quercus pyrenaica,2,22,0.376,0.387
Quercus pyrenaica,2,20,0.304,0.306
Quercus pyrenaica,2,20,0.362,0.366
Quercus pyrenaica,2,18,0.345,0.342
Quercus pyrenaica,2,16,0.358,0.34
Quercus pyrenaica,2,19,0.31,0.281
Quercus pyrenaica,2,20,0.337,0.325
Quercus pyrenaica,2,18.5,0.242,0.226
Quercus pyrenaica,2,17,0.295,0.302
Quercus pyrenaica,2,21,0.41,0.46
Quercus pyrenaica,2,20,0.47,0.5
Fagus sylvatica,2,14,0.125,0.134
Fagus sylvatica,3,14,0.121,0.133
Quercus pyrenaica,2,19,0.485,0.58
Fagus sylvatica,2,16,0.21,0.2
Quercus pyrenaica,2,13,0.21,0.202
Quercus pyrenaica,2,12.5,0.188,0.195
Quercus pyrenaica,2,13,0.197,0.194
Quercus pyrenaica,2,12,0.139,0.139
Quercus pyrenaica,3,9.5,0.113,0.103
Quercus pyrenaica,2,12,0.151,0.14
Quercus faginea,2,13,0.266,0.259
Quercus pyrenaica,2,12,0.152,0.133
Quercus pyrenaica,2,13,0.199,0.181
Quercus pyrenaica,4,15,0.66,0.66
Quercus faginea,2,8,0.27,0.307
Juniperus communis,3,4.5,0.096,0.102
Quercus pyrenaica,2,12.5,0.217,0.214
Quercus pyrenaica,4,9,0.196,0.185
Quercus faginea,3,7,0.112,0.117
Quercus faginea,2,16,0.245,0.259
Quercus faginea,3,7,0.142,0.125
Quercus faginea,2,9.5,0.175,0.17
Quercus faginea,2,13,0.273,0.272
Quercus faginea,2,12.5,0.245,0.248
Quercus faginea,2,14,0.201,0.195
Quercus faginea,2,17,0.235,0.24
Quercus faginea,2,16,0.261,0.269
Quercus faginea,2,11,0.226,0.254
Quercus faginea,2,12,0.259,0.22
Quercus faginea,2,12,0.213,0.192
Quercus faginea,2,15,0.265,0.26
Quercus faginea,2,14.5,0.243,0.256
Quercus faginea,2,13.5,0.21,0.205
Quercus faginea,2,18,0.299,0.294
Quercus faginea,2,12,0.132,0.122
Quercus faginea,2,17,0.225,0.217
Quercus faginea,2,14,0.183,0.171
Quercus faginea,2,17,0.175,0.162
Quercus faginea,5,7.5,0.115,0.105
Quercus faginea,2,18,0.235,0.265
Quercus faginea,2,11,0.205,0.185
Quercus faginea,2,13.5,0.16,0.153
Fagus sylvatica,2,9.5,0.143,0.132
Quercus faginea,2,17,0.199,0.203
Quercus faginea,2,21,0.28,0.283
Quercus faginea,4,8,0.149,0.156
Quercus faginea,2,13,0.169,0.175
Quercus faginea,2,11,0.145,0.14
Quercus faginea,2,12,0.125,0.139
Quercus faginea,2,20,0.229,0.231
Quercus faginea,2,16,0.24,0.235
Quercus pyrenaica,2,14,0.246,0.237
Quercus pyrenaica,2,14,0.234,0.243
Quercus faginea,2,13,0.237,0.23
Quercus pyrenaica,2,12,0.25,0.245
Quercus faginea,3,5,0.087,0.083
Quercus faginea,3,5,0.079,0.085
Quercus faginea,3,5,0.079,0.09
Quercus faginea,3,5.5,0.107,0.114
Quercus faginea,2,8.5,0.199,0.192
Quercus faginea,3,5.5,0.14,0.145
Quercus faginea,2,16,0.32,0.287
Quercus faginea,2,9,0.205,0.173
Quercus faginea,2,14.5,0.275,0.274
Quercus faginea,2,9,0.194,0.164
Quercus faginea,2,8.5,0.178,0.182
Quercus faginea,2,9.5,0.144,0.137
Quercus faginea,2,7,0.136,0.139
Quercus faginea,2,9.5,0.236,0.233
Quercus ilex ,4,5.5,0.106,0.104
Acer campestre,2,9,0.157,0.151
Quercus faginea,3,7.5,0.12,0.121
Quercus ilex ,5,5,0.084,0.077
Quercus ilex ,3,5,0.087,0.08
Quercus ilex ,3,5,0.092,0.089
Quercus ilex ,4,7.5,0.138,0.132
Quercus faginea,3,7.5,0.089,0.082
Quercus faginea,2,9,0.181,0.183
Quercus faginea,3,7.5,0.094,0.089
Quercus faginea,2,7.5,0.137,0.133
Quercus ilex ,4,6.5,0.122,0.119
Quercus faginea,3,7,0.087,0.08
Quercus ilex ,4,6.5,0.14,0.129
Quercus ilex ,4,5,0.4,0.367
Quercus faginea,3,7.5,0.081,0.084
Quercus faginea,3,7.5,0.074,0.081
Quercus faginea,3,7.5,0.103,0.104
Quercus ilex ,2,7.5,0.153,0.149
Quercus ilex ,3,7,0.113,0.099
Quercus faginea,3,6.5,0.098,0.092
Quercus faginea,3,7.5,0.078,0.079
Quercus ilex ,3,7,0.094,0.092
Quercus faginea,3,7,0.104,0.105
Quercus ilex ,3,6.5,0.084,0.088
Quercus faginea,4,7.5,1.496,1.496
Quercus ilex ,4,6.5,0.132,0.157
Quercus ilex ,4,7,0.155,0.143
Quercus ilex ,3,6,0.093,0.087
Quercus ilex ,3,7.5,0.086,0.088
Acer campestre,3,6.5,0.086,0.086
Quercus ilex ,5,4.5,0.087,0.077
Quercus ilex ,4,8,0.508,0.585
Quercus faginea,3,6.5,0.09,0.087
Quercus ilex ,5,5,0.086,0.079
Quercus ilex ,3,6,0.106,0.114
Quercus ilex ,3,6.5,0.092,0.104
Quercus faginea,2,8,0.19,0.186
Quercus faginea,3,8,0.096,0.104
Quercus faginea,3,7.5,0.088,0.092
Quercus faginea,3,8,0.117,0.112
Quercus ilex ,5,6,0.095,0.103
Quercus ilex ,4,7,0.139,0.121
Quercus faginea,5,7.5,0.079,0.078
Quercus faginea,3,8,0.102,0.109
Quercus ilex ,4,8,0.172,0.168
Acer campestre,3,8.5,0.081,0.075
Fagus sylvatica,2,10,0.162,0.146
Fagus sylvatica,2,8,0.151,0.136
Acer campestre,2,9.5,0.141,0.144
Fagus sylvatica,2,8,0.111,0.106
Fagus sylvatica,2,13,0.464,0.482
